duid,fy_start,fy_label,curtailment_pct,metric_version,generation_mwh,months_covered
GLRWNSF1,2024,FY24-25,0.2409,2.0-proxy,197694.0,12
GLRWNSF1,2025,FY25-26,0.3528,2.0-proxy,158982.0,12
GLRWNSF1,2026,FY26-27,0.0576,2.0-proxy,25759.0,2
GNNDHSF1,2020,FY20-21,0.0,2.0-proxy,16.0,1
GNNDHSF1,2021,FY21-22,0.0678,2.0-proxy,168840.0,12
GNNDHSF1,2022,FY22-23,0.1137,2.0-proxy,237902.0,12
GNNDHSF1,2023,FY23-24,0.1354,2.0-proxy,240245.0,12
GNNDHSF1,2024,FY24-25,0.1888,2.0-proxy,201153.0,12
GNNDHSF1,2025,FY25-26,0.3026,2.0-proxy,191840.0,12
GNNDHSF1,2026,FY26-27,0.0679,2.0-proxy,39397.0,2
GOESF1,2025,FY25-26,0.1586,2.0-proxy,106562.0,8
GOESF1,2026,FY26-27,0.091,2.0-proxy,58938.0,2
GOONSF1,2020,FY20-21,0.0016,2.0-proxy,36498.0,4
GOONSF1,2021,FY21-22,0.1334,2.0-proxy,141200.0,12
GOONSF1,2022,FY22-23,0.2223,2.0-proxy,117078.0,12
GOONSF1,2023,FY23-24,0.1387,2.0-proxy,145417.0,12
GOONSF1,2024,FY24-25,0.3634,2.0-proxy,101789.0,12
GOONSF1,2025,FY25-26,0.469,2.0-proxy,77837.0,12
GOONSF1,2026,FY26-27,0.0912,2.0-proxy,16899.0,2
GPWFEST1,2024,FY24-25,0.088,2.0-proxy,154499.0,7
GPWFEST1,2025,FY25-26,0.3291,2.0-proxy,514662.0,12
GPWFEST1,2026,FY26-27,0.1851,2.0-proxy,104482.0,2
GPWFEST2,2024,FY24-25,0.112,2.0-proxy,209781.0,10
GPWFEST2,2025,FY25-26,0.3505,2.0-proxy,491868.0,12
GPWFEST2,2026,FY26-27,0.2046,2.0-proxy,98664.0,2
GPWFEST3,2024,FY24-25,0.0123,2.0-proxy,8622.0,2
GPWFEST3,2025,FY25-26,0.2154,2.0-proxy,507798.0,12
GPWFEST3,2026,FY26-27,0.0283,2.0-proxy,116765.0,2
GPWFWST1,2025,FY25-26,0.3309,2.0-proxy,93623.0,6
GPWFWST1,2026,FY26-27,0.2957,2.0-proxy,90647.0,2
GPWFWST2,2025,FY25-26,0.2602,2.0-proxy,11381.0,2
GPWFWST2,2026,FY26-27,0.2082,2.0-proxy,68324.0,2
GRANWF1,2020,FY20-21,0.0107,2.0-proxy,135873.0,4
GRANWF1,2021,FY21-22,0.0034,2.0-proxy,387960.0,12
GRANWF1,2022,FY22-23,0.0469,2.0-proxy,363445.0,12
GRANWF1,2023,FY23-24,0.0071,2.0-proxy,354015.0,12
GRANWF1,2024,FY24-25,0.0033,2.0-proxy,366041.0,12
GRANWF1,2025,FY25-26,0.0,2.0-proxy,396123.0,12
GRANWF1,2026,FY26-27,0.0011,2.0-proxy,70178.0,2
GSWF1A,2023,FY23-24,0.0,2.0-proxy,4229.0,3
GSWF1A,2024,FY24-25,0.1796,2.0-proxy,350684.0,12
GSWF1A,2025,FY25-26,0.094,2.0-proxy,668693.0,12
GSWF1A,2026,FY26-27,0.0243,2.0-proxy,119225.0,2
GSWF1B1,2024,FY24-25,0.1556,2.0-proxy,115723.0,8
GSWF1B1,2025,FY25-26,0.2785,2.0-proxy,456789.0,12
GSWF1B1,2026,FY26-27,0.1374,2.0-proxy,91626.0,2
GULLRSF1,2020,FY20-21,0.0028,2.0-proxy,5907.0,4
GULLRSF1,2021,FY21-22,0.0471,2.0-proxy,16702.0,12
GULLRSF1,2022,FY22-23,0.0481,2.0-proxy,17414.0,12
GULLRSF1,2023,FY23-24,0.0349,2.0-proxy,19518.0,12
GULLRSF1,2024,FY24-25,0.1456,2.0-proxy,17280.0,12
GULLRSF1,2025,FY25-26,0.2826,2.0-proxy,14339.0,12
GULLRSF1,2026,FY26-27,0.0312,2.0-proxy,2741.0,2
GULLRWF1,2020,FY20-21,0.0004,2.0-proxy,151528.0,4
GULLRWF1,2021,FY21-22,0.0032,2.0-proxy,501912.0,12
GULLRWF1,2022,FY22-23,0.0066,2.0-proxy,468156.0,12
GULLRWF1,2023,FY23-24,0.0024,2.0-proxy,391300.0,12
GULLRWF1,2024,FY24-25,0.0171,2.0-proxy,436109.0,12
GULLRWF1,2025,FY25-26,0.0076,2.0-proxy,468985.0,12
GULLRWF1,2026,FY26-27,0.0,2.0-proxy,85056.0,2
GULLRWF2,2020,FY20-21,0.0081,2.0-proxy,39332.0,4
GULLRWF2,2021,FY21-22,0.0461,2.0-proxy,246005.0,12
GULLRWF2,2022,FY22-23,0.023,2.0-proxy,366901.0,12
GULLRWF2,2023,FY23-24,0.0162,2.0-proxy,310226.0,12
GULLRWF2,2024,FY24-25,0.0574,2.0-proxy,345322.0,12
GULLRWF2,2025,FY25-26,0.01,2.0-proxy,381718.0,12
GULLRWF2,2026,FY26-27,0.0,2.0-proxy,63326.0,2
GUNNING1,2020,FY20-21,0.0018,2.0-proxy,49417.0,4
GUNNING1,2021,FY21-22,0.0042,2.0-proxy,159305.0,12
GUNNING1,2022,FY22-23,0.0116,2.0-proxy,138704.0,12
GUNNING1,2023,FY23-24,0.0241,2.0-proxy,135604.0,12
GUNNING1,2024,FY24-25,0.018,2.0-proxy,152042.0,12
GUNNING1,2025,FY25-26,0.0217,2.0-proxy,160306.0,12
GUNNING1,2026,FY26-27,0.0157,2.0-proxy,27968.0,2
GUSF1,2025,FY25-26,0.0922,2.0-proxy,73984.0,8
GUSF1,2026,FY26-27,0.0499,2.0-proxy,29928.0,2
HALLWF1,2020,FY20-21,0.0579,2.0-proxy,94764.0,4
HALLWF1,2021,FY21-22,0.0994,2.0-proxy,306938.0,12
HALLWF1,2022,FY22-23,0.0977,2.0-proxy,277151.0,12
HALLWF1,2023,FY23-24,0.0903,2.0-proxy,205601.0,12
HALLWF1,2024,FY24-25,0.1209,2.0-proxy,254979.0,12
HALLWF1,2025,FY25-26,0.1935,2.0-proxy,242662.0,12
HALLWF1,2026,FY26-27,0.0735,2.0-proxy,47869.0,2
HALLWF2,2020,FY20-21,0.042,2.0-proxy,69195.0,4
HALLWF2,2021,FY21-22,0.0782,2.0-proxy,228911.0,12
HALLWF2,2022,FY22-23,0.0912,2.0-proxy,211838.0,12
HALLWF2,2023,FY23-24,0.1003,2.0-proxy,171865.0,12
HALLWF2,2024,FY24-25,0.1083,2.0-proxy,190524.0,12
HALLWF2,2025,FY25-26,0.1916,2.0-proxy,185499.0,12
HALLWF2,2026,FY26-27,0.089,2.0-proxy,32590.0,2
HAMISF1,2020,FY20-21,0.0395,2.0-proxy,34423.0,4
HAMISF1,2021,FY21-22,0.0797,2.0-proxy,121948.0,12
HAMISF1,2022,FY22-23,0.031,2.0-proxy,112964.0,12
HAMISF1,2023,FY23-24,0.0165,2.0-proxy,114820.0,12
HAMISF1,2024,FY24-25,0.074,2.0-proxy,106937.0,12
HAMISF1,2025,FY25-26,0.2538,2.0-proxy,86034.0,12
HAMISF1,2026,FY26-27,0.1023,2.0-proxy,12385.0,2
HAUGHT11,2020,FY20-21,0.0618,2.0-proxy,64202.0,4
HAUGHT11,2021,FY21-22,0.0769,2.0-proxy,234791.0,12
HAUGHT11,2022,FY22-23,0.0657,2.0-proxy,228828.0,12
HAUGHT11,2023,FY23-24,0.1489,2.0-proxy,208427.0,12
HAUGHT11,2024,FY24-25,0.0878,2.0-proxy,208224.0,12
HAUGHT11,2025,FY25-26,0.0367,2.0-proxy,233812.0,12
HAUGHT11,2026,FY26-27,0.02,2.0-proxy,38644.0,2
HAYMSF1,2020,FY20-21,0.0256,2.0-proxy,30261.0,4
HAYMSF1,2021,FY21-22,0.0726,2.0-proxy,105018.0,12
HAYMSF1,2022,FY22-23,0.1278,2.0-proxy,93109.0,12
HAYMSF1,2023,FY23-24,0.0916,2.0-proxy,96257.0,12
HAYMSF1,2024,FY24-25,0.2149,2.0-proxy,82494.0,12
HAYMSF1,2025,FY25-26,0.3371,2.0-proxy,69320.0,12
HAYMSF1,2026,FY26-27,0.0693,2.0-proxy,13581.0,2
HD1WF1,2023,FY23-24,0.0067,2.0-proxy,353.0,1
HD1WF1,2024,FY24-25,0.1828,2.0-proxy,240747.0,12
HD1WF1,2025,FY25-26,0.2573,2.0-proxy,258889.0,12
HD1WF1,2026,FY26-27,0.1214,2.0-proxy,53865.0,2
HDWF1,2020,FY20-21,0.0411,2.0-proxy,97946.0,4
HDWF1,2021,FY21-22,0.0385,2.0-proxy,362295.0,12
HDWF1,2022,FY22-23,0.008,2.0-proxy,362985.0,12
HDWF1,2023,FY23-24,0.0096,2.0-proxy,337581.0,12
HDWF1,2024,FY24-25,0.0034,2.0-proxy,363535.0,12
HDWF1,2025,FY25-26,0.0016,2.0-proxy,356824.0,12
HDWF1,2026,FY26-27,0.0029,2.0-proxy,52883.0,2
HDWF2,2020,FY20-21,0.0421,2.0-proxy,97124.0,4
HDWF2,2021,FY21-22,0.0376,2.0-proxy,342245.0,12
HDWF2,2022,FY22-23,0.0105,2.0-proxy,341260.0,12
HDWF2,2023,FY23-24,0.0088,2.0-proxy,314311.0,12
HDWF2,2024,FY24-25,0.0038,2.0-proxy,350524.0,12
HDWF2,2025,FY25-26,0.0011,2.0-proxy,348447.0,12
HDWF2,2026,FY26-27,0.0,2.0-proxy,49967.0,2
HDWF3,2020,FY20-21,0.0417,2.0-proxy,105074.0,4
HDWF3,2021,FY21-22,0.0388,2.0-proxy,365276.0,12
HDWF3,2022,FY22-23,0.0107,2.0-proxy,366396.0,12
HDWF3,2023,FY23-24,0.0095,2.0-proxy,328759.0,12
HDWF3,2024,FY24-25,0.0028,2.0-proxy,374720.0,12
HDWF3,2025,FY25-26,0.0015,2.0-proxy,372821.0,12
HDWF3,2026,FY26-27,0.0,2.0-proxy,55707.0,2
HILLSTN1,2021,FY21-22,0.0352,2.0-proxy,76897.0,9
HILLSTN1,2022,FY22-23,0.0318,2.0-proxy,204689.0,12
HILLSTN1,2023,FY23-24,0.1442,2.0-proxy,191399.0,12
HILLSTN1,2024,FY24-25,0.3083,2.0-proxy,149455.0,12
HILLSTN1,2025,FY25-26,0.2523,2.0-proxy,160049.0,12
HILLSTN1,2026,FY26-27,0.034,2.0-proxy,24073.0,2
HVWWPV1,2021,FY21-22,0.3225,2.0-proxy,323.0,1
HVWWPV1,2022,FY22-23,0.2135,2.0-proxy,8234.0,12
HVWWPV1,2023,FY23-24,0.237,2.0-proxy,6997.0,12
HVWWPV1,2024,FY24-25,0.2554,2.0-proxy,11066.0,12
HVWWPV1,2025,FY25-26,0.3269,2.0-proxy,10668.0,12
HVWWPV1,2026,FY26-27,0.0929,2.0-proxy,1541.0,2
JEMALNG1,2020,FY20-21,0.112,2.0-proxy,13266.0,4
JEMALNG1,2021,FY21-22,0.0641,2.0-proxy,110525.0,12
JEMALNG1,2022,FY22-23,0.1003,2.0-proxy,104612.0,12
JEMALNG1,2023,FY23-24,0.0737,2.0-proxy,111664.0,12
JEMALNG1,2024,FY24-25,0.119,2.0-proxy,108788.0,12
JEMALNG1,2025,FY25-26,0.3509,2.0-proxy,75923.0,12
JEMALNG1,2026,FY26-27,0.1017,2.0-proxy,12293.0,2
JUNEESF1,2020,FY20-21,0.0,2.0-proxy,39.0,2
JUNEESF1,2021,FY21-22,0.0342,2.0-proxy,29745.0,11
JUNEESF1,2022,FY22-23,0.0528,2.0-proxy,62949.0,12
JUNEESF1,2023,FY23-24,0.1632,2.0-proxy,57854.0,12
JUNEESF1,2024,FY24-25,0.297,2.0-proxy,48878.0,12
JUNEESF1,2025,FY25-26,0.302,2.0-proxy,46400.0,12
JUNEESF1,2026,FY26-27,0.0651,2.0-proxy,7399.0,2
KABANWF1,2022,FY22-23,0.0273,2.0-proxy,114968.0,10
KABANWF1,2023,FY23-24,0.0128,2.0-proxy,420510.0,12
KABANWF1,2024,FY24-25,0.0141,2.0-proxy,350671.0,12
KABANWF1,2025,FY25-26,0.0766,2.0-proxy,336793.0,12
KABANWF1,2026,FY26-27,0.0209,2.0-proxy,78956.0,2
KARSF1,2020,FY20-21,0.0554,2.0-proxy,47845.0,4
KARSF1,2021,FY21-22,0.1913,2.0-proxy,168377.0,12
KARSF1,2022,FY22-23,0.1451,2.0-proxy,180998.0,12
KARSF1,2023,FY23-24,0.317,2.0-proxy,126994.0,12
KARSF1,2024,FY24-25,0.1687,2.0-proxy,173301.0,12
KARSF1,2025,FY25-26,0.1716,2.0-proxy,172669.0,12
KARSF1,2026,FY26-27,0.0525,2.0-proxy,19722.0,2
KEPSF1,2021,FY21-22,0.3861,2.0-proxy,11281.0,12
KEPSF1,2022,FY22-23,0.2148,2.0-proxy,28727.0,12
KEPSF1,2023,FY23-24,0.1145,2.0-proxy,25486.0,12
KEPSF1,2024,FY24-25,0.0902,2.0-proxy,23934.0,12
KEPSF1,2025,FY25-26,0.0738,2.0-proxy,16786.0,12
KEPSF1,2026,FY26-27,0.0475,2.0-proxy,2147.0,2
KEPWF1,2021,FY21-22,0.0592,2.0-proxy,50123.0,12
KEPWF1,2022,FY22-23,0.0401,2.0-proxy,125309.0,12
KEPWF1,2023,FY23-24,0.0104,2.0-proxy,149879.0,12
KEPWF1,2024,FY24-25,0.024,2.0-proxy,169502.0,12
KEPWF1,2025,FY25-26,0.0136,2.0-proxy,123336.0,12
KEPWF1,2026,FY26-27,0.007,2.0-proxy,18365.0,2
KERNGSP1,2024,FY24-25,0.0759,2.0-proxy,7022.0,5
KERNGSP1,2025,FY25-26,0.1812,2.0-proxy,55124.0,12
KERNGSP1,2026,FY26-27,0.2156,2.0-proxy,5624.0,2
KIAMSF1,2020,FY20-21,0.0772,2.0-proxy,79712.0,4
KIAMSF1,2021,FY21-22,0.0921,2.0-proxy,315326.0,12
KIAMSF1,2022,FY22-23,0.0853,2.0-proxy,262476.0,12
KIAMSF1,2023,FY23-24,0.1092,2.0-proxy,399956.0,12
KIAMSF1,2024,FY24-25,0.1136,2.0-proxy,376680.0,12
KIAMSF1,2025,FY25-26,0.1491,2.0-proxy,387741.0,12
KIAMSF1,2026,FY26-27,0.0386,2.0-proxy,45764.0,2
KIATAWF1,2020,FY20-21,0.1224,2.0-proxy,33575.0,4
KIATAWF1,2021,FY21-22,0.056,2.0-proxy,129902.0,12
KIATAWF1,2022,FY22-23,0.0172,2.0-proxy,126461.0,12
KIATAWF1,2023,FY23-24,0.1119,2.0-proxy,101413.0,12
KIATAWF1,2024,FY24-25,0.1789,2.0-proxy,108516.0,12
KIATAWF1,2025,FY25-26,0.2955,2.0-proxy,94349.0,12
KIATAWF1,2026,FY26-27,0.0432,2.0-proxy,18422.0,2
KINGASF1,2024,FY24-25,0.1785,2.0-proxy,45870.0,10
KINGASF1,2025,FY25-26,0.274,2.0-proxy,73225.0,12
KINGASF1,2026,FY26-27,0.1881,2.0-proxy,11931.0,2
KSP1,2020,FY20-21,0.0325,2.0-proxy,37869.0,4
KSP1,2021,FY21-22,0.0766,2.0-proxy,118799.0,12
KSP1,2022,FY22-23,0.0676,2.0-proxy,116011.0,12
KSP1,2023,FY23-24,0.1,2.0-proxy,107847.0,12
KSP1,2024,FY24-25,0.2351,2.0-proxy,90350.0,12
KSP1,2025,FY25-26,0.3472,2.0-proxy,79558.0,12
KSP1,2026,FY26-27,0.1516,2.0-proxy,17773.0,2
LANCSF1,2025,FY25-26,0.1673,2.0-proxy,1544.0,4
LANCSF1,2026,FY26-27,0.0561,2.0-proxy,9419.0,2
LGAPWF1,2020,FY20-21,0.0463,2.0-proxy,121900.0,4
LGAPWF1,2021,FY21-22,0.0869,2.0-proxy,436107.0,12
LGAPWF1,2022,FY22-23,0.0699,2.0-proxy,414052.0,12
LGAPWF1,2023,FY23-24,0.1002,2.0-proxy,328910.0,12
LGAPWF1,2024,FY24-25,0.1458,2.0-proxy,289122.0,12
LGAPWF1,2025,FY25-26,0.1783,2.0-proxy,219252.0,12
LGAPWF1,2026,FY26-27,0.0977,2.0-proxy,42851.0,2
LGAPWF2,2021,FY21-22,0.0445,2.0-proxy,110793.0,7
LGAPWF2,2022,FY22-23,0.0768,2.0-proxy,290168.0,12
LGAPWF2,2023,FY23-24,0.1132,2.0-proxy,255185.0,12
LGAPWF2,2024,FY24-25,0.1653,2.0-proxy,255198.0,12
LGAPWF2,2025,FY25-26,0.1995,2.0-proxy,251724.0,12
LGAPWF2,2026,FY26-27,0.1002,2.0-proxy,32757.0,2
LILYSF1,2020,FY20-21,0.1234,2.0-proxy,57275.0,4
LILYSF1,2021,FY21-22,0.1495,2.0-proxy,211058.0,12
LILYSF1,2022,FY22-23,0.1289,2.0-proxy,186190.0,12
LILYSF1,2023,FY23-24,0.0965,2.0-proxy,169254.0,12
LILYSF1,2024,FY24-25,0.1022,2.0-proxy,179323.0,12
LILYSF1,2025,FY25-26,0.0369,2.0-proxy,206619.0,12
LILYSF1,2026,FY26-27,0.2242,2.0-proxy,21227.0,2
LIMOSF11,2020,FY20-21,0.0749,2.0-proxy,67326.0,4
LIMOSF11,2021,FY21-22,0.2405,2.0-proxy,391220.0,12
LIMOSF11,2022,FY22-23,0.1736,2.0-proxy,391436.0,12
LIMOSF11,2023,FY23-24,0.133,2.0-proxy,473530.0,12
LIMOSF11,2024,FY24-25,0.2549,2.0-proxy,361950.0,12
LIMOSF11,2025,FY25-26,0.2348,2.0-proxy,327063.0,12
LIMOSF11,2026,FY26-27,0.0538,2.0-proxy,52302.0,2
LIMOSF21,2020,FY20-21,0.1083,2.0-proxy,17302.0,4
LIMOSF21,2021,FY21-22,0.23,2.0-proxy,54687.0,12
LIMOSF21,2022,FY22-23,0.1607,2.0-proxy,52067.0,12
LIMOSF21,2023,FY23-24,0.1373,2.0-proxy,64468.0,12
LIMOSF21,2024,FY24-25,0.254,2.0-proxy,56909.0,12
LIMOSF21,2025,FY25-26,0.2107,2.0-proxy,55145.0,12
LIMOSF21,2026,FY26-27,0.0587,2.0-proxy,7641.0,2
LKBONNY1,2021,FY21-22,0.0978,2.0-proxy,92589.0,7
LKBONNY1,2022,FY22-23,0.1777,2.0-proxy,142166.0,12
LKBONNY1,2023,FY23-24,0.2051,2.0-proxy,130554.0,12
LKBONNY1,2024,FY24-25,0.2637,2.0-proxy,125973.0,12
LKBONNY1,2025,FY25-26,0.3006,2.0-proxy,142846.0,12
LKBONNY1,2026,FY26-27,0.1665,2.0-proxy,28465.0,2
LKBONNY2,2020,FY20-21,0.2477,2.0-proxy,85772.0,4
LKBONNY2,2021,FY21-22,0.1814,2.0-proxy,360468.0,12
LKBONNY2,2022,FY22-23,0.1486,2.0-proxy,320857.0,12
LKBONNY2,2023,FY23-24,0.1079,2.0-proxy,289886.0,12
LKBONNY2,2024,FY24-25,0.2,2.0-proxy,295744.0,12
LKBONNY2,2025,FY25-26,0.2497,2.0-proxy,324666.0,12
LKBONNY2,2026,FY26-27,0.1858,2.0-proxy,57397.0,2
LKBONNY3,2020,FY20-21,0.2501,2.0-proxy,21456.0,4
LKBONNY3,2021,FY21-22,0.1685,2.0-proxy,90165.0,12
LKBONNY3,2022,FY22-23,0.1885,2.0-proxy,74889.0,12
LKBONNY3,2023,FY23-24,0.2044,2.0-proxy,61925.0,12
LKBONNY3,2024,FY24-25,0.2652,2.0-proxy,61431.0,12
LKBONNY3,2025,FY25-26,0.2733,2.0-proxy,73696.0,12
LKBONNY3,2026,FY26-27,0.1739,2.0-proxy,14334.0,2
MACARTH1,2020,FY20-21,0.0087,2.0-proxy,206548.0,4
MACARTH1,2021,FY21-22,0.039,2.0-proxy,806107.0,12
MACARTH1,2022,FY22-23,0.0292,2.0-proxy,646365.0,12
MACARTH1,2023,FY23-24,0.0786,2.0-proxy,635961.0,12
MACARTH1,2024,FY24-25,0.1393,2.0-proxy,575329.0,12
MACARTH1,2025,FY25-26,0.2357,2.0-proxy,725381.0,12
MACARTH1,2026,FY26-27,0.1277,2.0-proxy,136660.0,2
MANNSF2,2023,FY23-24,0.1049,2.0-proxy,8791.0,7
MANNSF2,2024,FY24-25,0.3249,2.0-proxy,41232.0,12
MANNSF2,2025,FY25-26,0.2807,2.0-proxy,41484.0,12
MANNSF2,2026,FY26-27,0.045,2.0-proxy,5718.0,2
MANSLR1,2020,FY20-21,0.1444,2.0-proxy,23382.0,4
MANSLR1,2021,FY21-22,0.4537,2.0-proxy,54484.0,12
MANSLR1,2022,FY22-23,0.5524,2.0-proxy,42546.0,12
MANSLR1,2023,FY23-24,0.523,2.0-proxy,47071.0,12
MANSLR1,2024,FY24-25,0.6709,2.0-proxy,31408.0,12
MANSLR1,2025,FY25-26,0.673,2.0-proxy,29394.0,12
MANSLR1,2026,FY26-27,0.2734,2.0-proxy,6241.0,2
MAPS2PV1,2021,FY21-22,0.1195,2.0-proxy,1623.0,5
MAPS2PV1,2022,FY22-23,0.2225,2.0-proxy,18977.0,12
MAPS2PV1,2023,FY23-24,0.2336,2.0-proxy,19512.0,12
MAPS2PV1,2024,FY24-25,0.2156,2.0-proxy,15278.0,12
MAPS2PV1,2025,FY25-26,0.2401,2.0-proxy,11289.0,11
MAPS2PV1,2026,FY26-27,0.0359,2.0-proxy,1743.0,2
MAPS3PV1,2022,FY22-23,0.3702,2.0-proxy,1067.0,3
MAPS3PV1,2023,FY23-24,0.2443,2.0-proxy,17121.0,12
MAPS3PV1,2024,FY24-25,0.1833,2.0-proxy,12643.0,10
MAPS3PV1,2025,FY25-26,0.1383,2.0-proxy,12132.0,11
MAPS3PV1,2026,FY26-27,0.064,2.0-proxy,2035.0,2
MARYRSF1,2020,FY20-21,0.0095,2.0-proxy,14519.0,4
MARYRSF1,2021,FY21-22,0.0486,2.0-proxy,59815.0,12
MARYRSF1,2022,FY22-23,0.0436,2.0-proxy,59359.0,12
MARYRSF1,2023,FY23-24,0.0179,2.0-proxy,61217.0,12
MARYRSF1,2024,FY24-25,0.1165,2.0-proxy,52800.0,12
MARYRSF1,2025,FY25-26,0.3673,2.0-proxy,39533.0,12
MARYRSF1,2026,FY26-27,0.1346,2.0-proxy,7289.0,2
MBPS2PV1,2021,FY21-22,0.0313,2.0-proxy,2729.0,5
MBPS2PV1,2022,FY22-23,0.1998,2.0-proxy,13022.0,12
MBPS2PV1,2023,FY23-24,0.2397,2.0-proxy,12537.0,12
MBPS2PV1,2024,FY24-25,0.2613,2.0-proxy,12957.0,12
MBPS2PV1,2025,FY25-26,0.3575,2.0-proxy,7169.0,10
MBPS2PV1,2026,FY26-27,0.1345,2.0-proxy,1627.0,2
MCINTYR1,2024,FY24-25,0.0323,2.0-proxy,268222.0,9
MCINTYR1,2025,FY25-26,0.0035,2.0-proxy,1313740.0,12
MCINTYR1,2026,FY26-27,0.0037,2.0-proxy,263963.0,2
MERCER01,2020,FY20-21,0.003,2.0-proxy,106469.0,4
MERCER01,2021,FY21-22,0.0261,2.0-proxy,360699.0,12
MERCER01,2022,FY22-23,0.0891,2.0-proxy,308583.0,12
MERCER01,2023,FY23-24,0.1906,2.0-proxy,251519.0,12
MERCER01,2024,FY24-25,0.2792,2.0-proxy,259598.0,12
MERCER01,2025,FY25-26,0.1579,2.0-proxy,310533.0,12
MERCER01,2026,FY26-27,0.0907,2.0-proxy,52223.0,2
METZSF1,2021,FY21-22,0.0772,2.0-proxy,8710.0,4
METZSF1,2022,FY22-23,0.0138,2.0-proxy,236426.0,12
METZSF1,2023,FY23-24,0.0076,2.0-proxy,220192.0,12
METZSF1,2024,FY24-25,0.0711,2.0-proxy,218838.0,12
METZSF1,2025,FY25-26,0.1724,2.0-proxy,214152.0,12
METZSF1,2026,FY26-27,0.0252,2.0-proxy,36319.0,2
MEWF1,2020,FY20-21,0.038,2.0-proxy,162254.0,4
MEWF1,2021,FY21-22,0.0457,2.0-proxy,447143.0,12
MEWF1,2022,FY22-23,0.0285,2.0-proxy,424500.0,12
MEWF1,2023,FY23-24,0.026,2.0-proxy,504567.0,12
MEWF1,2024,FY24-25,0.0425,2.0-proxy,437071.0,12
MEWF1,2025,FY25-26,0.0189,2.0-proxy,448332.0,12
MEWF1,2026,FY26-27,0.0325,2.0-proxy,112526.0,2
MIDDLSF1,2020,FY20-21,0.28,2.0-proxy,10712.0,4
MIDDLSF1,2021,FY21-22,0.0832,2.0-proxy,57219.0,12
MIDDLSF1,2022,FY22-23,0.0495,2.0-proxy,58350.0,12
MIDDLSF1,2023,FY23-24,0.0324,2.0-proxy,60360.0,12
MIDDLSF1,2024,FY24-25,0.0531,2.0-proxy,47990.0,12
MIDDLSF1,2025,FY25-26,0.2608,2.0-proxy,44906.0,12
MIDDLSF1,2026,FY26-27,0.2896,2.0-proxy,6589.0,2
MOKOSF1,2024,FY24-25,0.1077,2.0-proxy,29666.0,7
MOKOSF1,2025,FY25-26,0.4115,2.0-proxy,60927.0,12
MOKOSF1,2026,FY26-27,0.0617,2.0-proxy,10488.0,2
MOLNGSF1,2020,FY20-21,0.0576,2.0-proxy,17773.0,4
MOLNGSF1,2021,FY21-22,0.4884,2.0-proxy,35243.0,12
MOLNGSF1,2022,FY22-23,0.5078,2.0-proxy,34529.0,12
MOLNGSF1,2023,FY23-24,0.5764,2.0-proxy,31540.0,12
MOLNGSF1,2024,FY24-25,0.6756,2.0-proxy,22751.0,12
MOLNGSF1,2025,FY25-26,0.4942,2.0-proxy,34034.0,12
MOLNGSF1,2026,FY26-27,0.2632,2.0-proxy,6298.0,2
MOORAWF1,2020,FY20-21,0.0677,2.0-proxy,52425.0,4
MOORAWF1,2021,FY21-22,0.0979,2.0-proxy,276555.0,12
MOORAWF1,2022,FY22-23,0.0636,2.0-proxy,849958.0,12
MOORAWF1,2023,FY23-24,0.0924,2.0-proxy,739682.0,12
MOORAWF1,2024,FY24-25,0.0903,2.0-proxy,840891.0,12
MOORAWF1,2025,FY25-26,0.0889,2.0-proxy,870639.0,12
MOORAWF1,2026,FY26-27,0.0303,2.0-proxy,156039.0,2
MOREESF1,2020,FY20-21,0.0,2.0-proxy,34045.0,4
MOREESF1,2021,FY21-22,0.0067,2.0-proxy,120350.0,12
MOREESF1,2022,FY22-23,0.0154,2.0-proxy,135182.0,12
MOREESF1,2023,FY23-24,0.0121,2.0-proxy,136932.0,12
MOREESF1,2024,FY24-25,0.009,2.0-proxy,119616.0,12
MOREESF1,2025,FY25-26,0.0169,2.0-proxy,137569.0,12
MOREESF1,2026,FY26-27,0.0342,2.0-proxy,13533.0,2
MOUSF1,2022,FY22-23,0.1839,2.0-proxy,74261.0,9
MOUSF1,2023,FY23-24,0.0186,2.0-proxy,179268.0,12
MOUSF1,2024,FY24-25,0.0082,2.0-proxy,206321.0,12
MOUSF1,2025,FY25-26,0.0238,2.0-proxy,218900.0,12
MOUSF1,2026,FY26-27,0.0291,2.0-proxy,23992.0,2
MRTLSWF1,2022,FY22-23,0.0321,2.0-proxy,100398.0,9
MRTLSWF1,2023,FY23-24,0.1348,2.0-proxy,277806.0,12
MRTLSWF1,2024,FY24-25,0.106,2.0-proxy,413737.0,12
MRTLSWF1,2025,FY25-26,0.0231,2.0-proxy,495087.0,12
MRTLSWF1,2026,FY26-27,0.0093,2.0-proxy,79864.0,2
MTGELWF1,2020,FY20-21,0.0058,2.0-proxy,86768.0,4
MTGELWF1,2021,FY21-22,0.0402,2.0-proxy,296792.0,12
MTGELWF1,2022,FY22-23,0.0265,2.0-proxy,275670.0,12
MTGELWF1,2023,FY23-24,0.0518,2.0-proxy,283419.0,12
MTGELWF1,2024,FY24-25,0.0528,2.0-proxy,312406.0,12
MTGELWF1,2025,FY25-26,0.0331,2.0-proxy,352289.0,12
MTGELWF1,2026,FY26-27,0.0009,2.0-proxy,62334.0,2
MTMILLAR,2021,FY21-22,0.1933,2.0-proxy,59942.0,5
